iter	Logloss
118	0.3967884745
119	0.3964340657
120	0.3961606788
121	0.3958607803
122	0.3956537147
123	0.3953253903
124	0.3951345824
125	0.394902756
126	0.3946812238
127	0.3944565202
128	0.3942344122
129	0.3939375104
130	0.3936606157
131	0.3933327344
132	0.3931289846
133	0.3930173457
134	0.3927060159
135	0.3924207723
136	0.392142467
137	0.3918493363
138	0.3915790784
139	0.3913303399
140	0.3911077182
141	0.3909133469
142	0.3907313543
143	0.3903183959
144	0.390084497
145	0.3899394903
146	0.3897233493
147	0.3896836125
148	0.389531073
149	0.3893421014
150	0.3890866559
151	0.3889493979
152	0.3888110727
153	0.3884894812
154	0.3883112393
155	0.3881191532
156	0.3880016496
157	0.3878797339
158	0.3877171996
159	0.3875758048
160	0.3873301761
161	0.3871630045
162	0.3869134157
163	0.3867524397
164	0.3867035979
165	0.3864976508
166	0.38634386
167	0.386182107
168	0.3860767826
169	0.385937597
170	0.3857502662
171	0.3855766958
172	0.3853796252
173	0.3851264768
174	0.3848580146
175	0.3846667978
176	0.3845258286
177	0.3842673933
178	0.3841338251
179	0.3839549201
180	0.3838205673
181	0.3837251716
182	0.3836050262
183	0.3833947125
184	0.3832050033
185	0.3830236923
186	0.3828370894
187	0.3825977702
188	0.3824703207
189	0.3822667168
190	0.382076737
191	0.3819188204
192	0.381756851
193	0.3816063087
194	0.3814896618
195	0.3813830399
196	0.3812481665
197	0.3811486154
198	0.3810364685
199	0.3809378334
200	0.3808246686
201	0.3806300503
202	0.3803916765
203	0.3801687498
204	0.3799319883
205	0.3797786232
206	0.3795577319
207	0.3794134608
208	0.3792445278
209	0.3791136414
210	0.3789505074
211	0.3788090613
212	0.3787027615
213	0.378591941
214	0.3783506792
215	0.3782361176
216	0.3780384317
217	0.3779499248
218	0.3778878293
219	0.3777091099
220	0.3776021957
221	0.3773899689
222	0.3772358375
223	0.3769698454
224	0.3768726147
225	0.3767575974
226	0.3766803534
227	0.3764745548
228	0.3762827662
229	0.3761631158
230	0.37603841
231	0.3759194688
232	0.3757706853
233	0.375712903
234	0.375515214
235	0.3753735428
236	0.3752092571
237	0.374996639
238	0.3748431413
239	0.3747505516
240	0.3747170771
241	0.3744827159
242	0.3743342041
243	0.3741177041
244	0.3739724807
245	0.3738567937
246	0.3737382486
247	0.3736145053
248	0.3735571344
249	0.3733478978
250	0.3732425806
251	0.3730700707
252	0.3729395574
253	0.3728234942
254	0.372705236
255	0.3724946522
256	0.3723638147
257	0.3722338992
258	0.3721000277
259	0.3720291382
260	0.3719589388
261	0.3719018172
262	0.3717810174
263	0.3716156981
264	0.3715352901
265	0.3714158437
266	0.3712330472
267	0.3711361034
268	0.3710022063
269	0.3708175337
270	0.3706755227
271	0.3706017137
272	0.3705800149
273	0.3703793246
274	0.3702839998
275	0.370136874
276	0.3700953252
277	0.37001177
278	0.3699209592
279	0.3696935112
280	0.3696183565
281	0.3694167013
282	0.3694141446
283	0.3693004708
284	0.3691676572
285	0.3690277915
286	0.3689474186
287	0.3688205063
288	0.3686473781
289	0.3684368933
290	0.3682996162
291	0.3681091696
292	0.3679413167
293	0.3678685326
294	0.3676890003
295	0.367615296
296	0.3675688518
297	0.3674663389
298	0.3673492085
299	0.3671768232
300	0.3670840234
301	0.3669669698
302	0.3667706931
303	0.366677854
304	0.3665237588
305	0.3664663983
306	0.3663558006
307	0.366259944
308	0.3660455145
309	0.3658388651
310	0.365788601
311	0.3656082918
312	0.3655463818
313	0.3653985509
314	0.3653594227
315	0.3652393763
316	0.3651540454
317	0.3650581372
318	0.3649920535
319	0.3647942242
320	0.3647014822
321	0.3646276123
322	0.3645053092
323	0.3642745962
324	0.3641818958
325	0.3640275075
326	0.3639051917
327	0.3637419276
328	0.3636731289
329	0.3635677919
330	0.3634851907
331	0.3633565051
332	0.3632352464
333	0.3631074457
334	0.3629268652
335	0.3628750218
336	0.3626770824
337	0.3626437402
338	0.3624868963
339	0.362396513
340	0.3622378884
341	0.3620956957
342	0.3619188409
343	0.361815939
344	0.3617389171
345	0.3615487895
346	0.3613809644
347	0.3612593801
348	0.3611916931
349	0.3610452326
350	0.3609051578
351	0.3608074449
352	0.3606560636
353	0.3605544287
354	0.3604650292
355	0.360313807
356	0.360207979
357	0.360016278
358	0.3599617785
359	0.3598590397
360	0.3597915275
361	0.3596577862
362	0.3595576662
363	0.3594545155
364	0.3593347494
365	0.3592814897
366	0.3592277185
367	0.3590705671
368	0.3588988725
369	0.3588427567
370	0.3588369592
371	0.3587141499
372	0.3586214881
373	0.3584578248
374	0.3582956135
375	0.3581040394
376	0.3579107745
377	0.357813263
378	0.3577372491
379	0.3576279781
380	0.3575253081
381	0.3574642948
382	0.3573912506
383	0.35725187
384	0.3570983327
385	0.3569529997
386	0.3568709599
387	0.3567677399
388	0.3566519536
389	0.3565446669
390	0.3564111452
391	0.3563367839
392	0.3562461386
393	0.3560722554
394	0.3560623337
395	0.3560215365
396	0.3559162806
397	0.3557455991
398	0.3556547396
399	0.3555350536
400	0.3554602949
401	0.3553395565
402	0.3552251364
403	0.3551885171
404	0.3550222191
405	0.3549435503
406	0.3548515091
407	0.3547289068
408	0.3545975729
409	0.3544496642
410	0.3542187367
411	0.3540465381
412	0.3539025506
413	0.3537696684
414	0.3536765088
415	0.3536092068
416	0.3535538272
417	0.3534529404
418	0.3532247791
419	0.3531149187
420	0.3529956663
421	0.352828173
422	0.3528063306
423	0.3526914372
424	0.3525651393
425	0.3524316744
426	0.3522883971
427	0.3521188147
428	0.3519931015
429	0.3518754082
430	0.3517922724
431	0.3516668408
432	0.3516586768
433	0.3515705264
434	0.3514790027
435	0.351392647
436	0.3512633769
437	0.3510502823
438	0.3508383964
439	0.3507058869
440	0.3505864861
441	0.3504707624
442	0.3503980548
443	0.3503038694
444	0.3501678347
445	0.350048116
446	0.349993174
447	0.3499112206
448	0.3498426415
449	0.349720277
450	0.3495897184
451	0.349492577
452	0.3493647793
453	0.3491466685
454	0.3490615288
455	0.3489984
456	0.3488725369
457	0.348710422
458	0.3486236922
459	0.3485524512
460	0.3484843255
461	0.3482827578
462	0.3481866038
463	0.3480422426
464	0.3478681864
465	0.3477416008
466	0.3476233987
467	0.3475508099
468	0.3473530058
469	0.347269327
470	0.3471875064
471	0.3470846682
472	0.3469493991
473	0.3468352451
474	0.3466849309
475	0.3465876576
476	0.3464872409
477	0.3462789027
478	0.3461216933
479	0.3460133704
480	0.3458709139
481	0.3457651303
482	0.3455893828
483	0.345458567
484	0.345359905
485	0.3452176491
486	0.3451262232
487	0.3449781398
488	0.3447826281
489	0.3446268576
490	0.3444937313
491	0.3444110191
492	0.3442447639
493	0.344075353
494	0.3440297202
495	0.3439094581
496	0.3437264598
497	0.343629558
498	0.3434335808
499	0.3432686808
500	0.3431062656
501	0.3430134536
502	0.3429319952
503	0.3427310951
504	0.3426136257
505	0.3423926387
506	0.3423389902
507	0.3421656769
508	0.342054624
509	0.3419572729
510	0.3418515918
511	0.3417932502
512	0.3416896094
513	0.3415651447
514	0.3414782423
515	0.3414014385
516	0.3412940503
517	0.3411570849
518	0.3410495809
519	0.3409075195
520	0.3408453849
521	0.3407667172
522	0.3405994934
523	0.3405130517
524	0.3403768666
525	0.3402829509
526	0.3401752427
527	0.3401033634
528	0.340020145
529	0.3399705801
530	0.3398718099
531	0.3397655484
532	0.3396627744
533	0.3394867047
534	0.3393715591
535	0.339287494
536	0.3392399158
537	0.3391100939
538	0.3390341283
539	0.3389204906
540	0.3388425069
541	0.3386821817
542	0.3385735046
543	0.3384568907
544	0.3383295555
545	0.3381779623
546	0.3380676257
547	0.3379617843
548	0.337865526
549	0.3377079394
550	0.3376364057
551	0.3375660935
552	0.3374741738
553	0.3373912267
554	0.3372582008
555	0.3370976295
556	0.3370015581
557	0.3368696117
558	0.3367706489
559	0.3367028058
560	0.3365765656
561	0.3364972842
562	0.3364201158
563	0.3363362943
564	0.3361504241
565	0.3359538591
566	0.335849877
567	0.3357522355
568	0.3356282279
569	0.3355870001
570	0.3354956218
571	0.3353446919
572	0.3351645451
573	0.3350874112
574	0.3349752928
575	0.3349074421
576	0.3347455489
577	0.334611456
578	0.334544802
579	0.3344212502
580	0.3343454157
581	0.3342687871
582	0.3341765002
583	0.3340756773
584	0.3340041256
585	0.3338950832
586	0.3337498218
587	0.333658956
588	0.333567554
589	0.3334457637
590	0.3333023968
591	0.3332058783
592	0.3331245642
593	0.3330413491
594	0.332929983
595	0.3328633818
596	0.3327521667
597	0.3326747666
598	0.3325985952
599	0.3324798511
600	0.332313122
601	0.3322145822
602	0.3320420619
603	0.3319127598
604	0.3318483814
605	0.3317439276
606	0.3316205285
607	0.3315184008
608	0.3313420505
609	0.331261808
610	0.3311855764
611	0.3311060049
612	0.3309975814
613	0.3308699586
614	0.3307607493
615	0.3306649489
616	0.3305879259
617	0.330514325
618	0.3304367175
619	0.3303914243
620	0.3302745828
621	0.330165236
622	0.3300842471
623	0.3300115314
624	0.3299087849
625	0.3298013431
626	0.3297394332
627	0.3296583176
628	0.3295078225
629	0.3294222358
630	0.3293319556
631	0.3292609945
632	0.3291845544
633	0.329089486
634	0.3289862128
635	0.3289232492
636	0.3288431326
637	0.3287610614
638	0.3286658185
639	0.328571473
640	0.3284041235
641	0.3283089541
642	0.3282296928
643	0.3281158968
644	0.3280674136
645	0.3279881819
646	0.3278778121
647	0.3277647858
648	0.3276220714
649	0.3275164293
650	0.3274018209
651	0.3273369266
652	0.3272380039
653	0.3271678359
654	0.3270111333
655	0.3269280487
656	0.3268527344
657	0.3268097695
658	0.3267040222
659	0.3265668469
660	0.3264414502
661	0.3263488996
662	0.3262475823
663	0.3261634943
664	0.3259941016
665	0.325909148
666	0.3258282774
667	0.3257200341
668	0.3256786515
669	0.3255817405
670	0.3254880982
671	0.3253629214
672	0.3252549835
673	0.3251866446
674	0.3250253519
675	0.3249312025
676	0.324878499
677	0.3247420802
678	0.3246426655
679	0.3246030182
680	0.3245382496
681	0.3244258912
682	0.3243504761
683	0.3241875848
684	0.3240591903
685	0.3239063661
686	0.3238823211
687	0.3237985361
688	0.3237006348
689	0.3235295059
690	0.3233962579
691	0.323285662
692	0.3231888917
693	0.3231046172
694	0.322999055
695	0.3228554009
696	0.3226875457
697	0.3226418387
698	0.3225431005
699	0.3224936682
700	0.3223911024
701	0.3222388246
702	0.3221653281
703	0.3220856828
704	0.3219967415
705	0.3218645739
706	0.3217784005
707	0.3217039342
708	0.3216442978
709	0.321577082
710	0.3214331671
711	0.321427498
712	0.3213579553
713	0.3212201718
714	0.3211469717
715	0.3210194385
716	0.3209413879
717	0.320815797
718	0.3206372375
719	0.3205340933
720	0.320423765
721	0.3203385661
722	0.3202616
723	0.3201633529
724	0.3200587308
725	0.3199977788
726	0.3199424842
727	0.3198395636
728	0.3197422055
729	0.3196790781
730	0.3195539642
731	0.3194098788
732	0.3193288542
733	0.3192238198
734	0.3190871855
735	0.3189503297
736	0.3188593594
737	0.3187718474
738	0.3186739714
739	0.3186203762
740	0.3185263609
741	0.3183452833
742	0.3182438091
743	0.3181459946
744	0.3180809355
745	0.3180405339
746	0.3179556067
747	0.3178530387
748	0.3178307132
749	0.3177407265
750	0.3175718788
751	0.3175074391
752	0.3174388646
753	0.3173731025
754	0.317294596
755	0.3171871815
756	0.3171175453
757	0.3170722242
758	0.3169387054
759	0.3169164899
760	0.3167715384
761	0.3166849651
762	0.3165967053
763	0.3165066436
764	0.3163803622
765	0.31635917
766	0.316303347
767	0.3162171527
768	0.3161429002
769	0.3160739675
770	0.3159771021
771	0.315858123
772	0.3157659619
773	0.3157082953
774	0.3156292042
775	0.3155018671
776	0.3154021934
777	0.3152664353
778	0.3151594999
779	0.3149873658
780	0.3148961476
781	0.3148156087
782	0.3146941532
783	0.3145946665
784	0.3145102005
785	0.3144458814
786	0.3143974271
787	0.3142871889
788	0.3142025856
789	0.314089414
790	0.3139592326
791	0.313906359
792	0.3137439101
793	0.3136932122
794	0.3135411193
795	0.3134075025
796	0.313347667
797	0.3133191721
798	0.3132600408
799	0.3132347177
800	0.3130525376
801	0.3129939754
802	0.3128570219
803	0.3126948317
804	0.3126729727
805	0.3125923506
806	0.3125479525
807	0.312456026
808	0.3123668416
809	0.3122254567
810	0.3121558099
811	0.3120411755
812	0.311887987
813	0.3118405775
814	0.3117181428
815	0.3115926637
816	0.3115018192
817	0.3114212175
818	0.3112490091
819	0.3111578487
820	0.3110232979
821	0.3109594225
822	0.310861247
823	0.3107694592
824	0.3106788148
825	0.3105815135
826	0.3105117457
827	0.3104416053
828	0.3103987847
829	0.3103427978
830	0.3102613044
831	0.3101478023
832	0.3100696409
833	0.3099437712
834	0.3097991357
835	0.309639194
836	0.3095623081
837	0.3095429122
838	0.309410411
839	0.3093319
840	0.309178846
841	0.3091141701
842	0.3090563526
843	0.3089914495
844	0.3089290024
845	0.3088008019
846	0.30869678
847	0.3086367069
848	0.3085607007
849	0.3084311232
850	0.3083455997
851	0.3082707348
852	0.3082193489
853	0.3080716438
854	0.307832201
855	0.3076913822
856	0.3076646241
857	0.3075672115
858	0.3074670488
859	0.3073377689
860	0.3072803617
861	0.3072145339
862	0.3071613144
863	0.3069999902
864	0.3069040874
865	0.3068381901
866	0.3067586217
867	0.3067013174
868	0.3065841362
869	0.3064486944
870	0.3063631993
871	0.306193531
872	0.3061390002
873	0.3060597188
874	0.3059558985
875	0.3059075359
876	0.3057654942
877	0.3056821484
878	0.305626415
879	0.3056082877
880	0.3055150419
881	0.3053454474
882	0.3052828611
883	0.3051555511
884	0.3050859168
885	0.3050106531
886	0.3048730526
887	0.3047656265
888	0.3045979246
889	0.3044901308
890	0.3044311303
891	0.3042709373
892	0.3041984171
893	0.3040418577
894	0.3039595805
895	0.3038824527
896	0.3037983131
897	0.3037257686
898	0.3036743809
899	0.3036077677
900	0.3035211076
901	0.3034570038
902	0.3034170269
903	0.3033652372
904	0.3032463
905	0.3031881511
906	0.3031479571
907	0.3030960661
908	0.3030000074
909	0.3029768056
910	0.3029056798
911	0.3028438349
912	0.3026843345
913	0.3025743138
914	0.3025108231
915	0.3023703033
916	0.3022754265
917	0.302179732
918	0.302066017
919	0.3019960494
920	0.3019435106
921	0.301864163
922	0.3017617857
923	0.3016701625
924	0.3015103087
925	0.3014911248
926	0.3014636339
927	0.3013529814
928	0.3012845826
929	0.3011204894
930	0.3010362546
931	0.3009829799
932	0.3009024336
933	0.3008394785
934	0.300727536
935	0.3006219638
936	0.3005363393
937	0.3005073128
938	0.3003494675
939	0.3002568899
940	0.3001197471
941	0.3000577966
942	0.2999504865
943	0.2998553678
944	0.2997440727
945	0.299595575
946	0.2994842474
947	0.2993621141
948	0.2992528298
949	0.2991734441
950	0.2990598875
951	0.2990002384
952	0.2988949108
953	0.2988446861
954	0.2987226888
955	0.2985769335
956	0.2984991671
957	0.2984054461
958	0.2983130797
959	0.2982961668
960	0.2982810676
961	0.2981418852
962	0.2980603046
963	0.2979621921
964	0.2978181996
965	0.2977341987
966	0.2976858581
967	0.2975531582
968	0.2974641505
969	0.2973581199
970	0.2972849764
971	0.2971264691
972	0.2970655354
973	0.2969490762
974	0.2968847076
975	0.296844972
976	0.296828633
977	0.296753691
978	0.2966940559
979	0.2966041647
980	0.2965907456
981	0.2965062158
982	0.2963971883
983	0.2962916656
984	0.2961755793
985	0.2960947756
986	0.2959700364
987	0.2958961346
988	0.2958436667
989	0.295828366
990	0.2957641554
991	0.2956510493
992	0.2955533385
993	0.295471146
994	0.2954129123
995	0.2952931653
996	0.2952440037
997	0.295211873
998	0.2951357682
999	0.2950339388
